Symbol,Name,Sector,Industry,Exchange
EXP,Eagle Materials Inc,Capital Goods,Building Materials,nyse
ECC,Eagle Point Credit Company Inc.,,,nyse
ECCA,Eagle Point Credit Company Inc.,,,nyse
ECCB,Eagle Point Credit Company Inc.,,,nyse
ECCX,Eagle Point Credit Company Inc.,,,nyse
ECCY,Eagle Point Credit Company Inc.,,,nyse
EIC,Eagle Point Income Company Inc.,,,nyse
ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas Production,nyse
DEA,"Easterly Government Properties, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
EGP,"EastGroup Properties, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
EMN,Eastman Chemical Company,Basic Industries,Major Chemicals,nyse
KODK,Eastman Kodak Company,Miscellaneous,Industrial Machinery/Components,nyse
ETN,"Eaton Corporation, PLC",Technology,Industrial Machinery/Components,nyse
ETV,Eaton Vance Corporation,,,nyse
ETW,Eaton Vance Corporation,,,nyse
EV,Eaton Vance Corporation,Finance,Investment Managers,nyse
EOI,Eaton Vance Enhance Equity Income Fund,,,nyse
EOS,Eaton Vance Enhanced Equity Income Fund II,,,nyse
EFT,Eaton Vance Floating Rate Income Trust,,,nyse
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,,,nyse
EFF,Eaton vance Floating-Rate Income Plus Fund,,,nyse
EHT,Eaton Vance High Income 2021 Target Term Trust,,,nyse
ETX,Eaton Vance Municipal Income 2028 Term Trust,,,nyse
EOT,Eaton Vance Municipal Income Trust,,,nyse
EVN,Eaton Vance Municipal Income Trust,,,nyse
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,,,nyse
EFR,Eaton Vance Senior Floating-Rate Fund,,,nyse
EVF,Eaton Vance Senior Income Trust,,,nyse
EVG,Eaton Vance Short Diversified Income Fund,,,nyse
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,,,nyse
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,,,nyse
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,,,nyse
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,,,nyse
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,,,nyse
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,,,nyse
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,,,nyse
ECT,ECA Marcellus Trust I,Energy,Oil & Gas Production,nyse
ECL,Ecolab Inc.,Basic Industries,Package Goods/Cosmetics,nyse
EC,Ecopetrol S.A.,Energy,Oil & Gas Production,nyse
EIX,Edison International,Public Utilities,Electric Utilities: Central,nyse
EW,Edwards Lifesciences Corporation,Health Care,Industrial Specialties,nyse
EE,El Paso Electric Company,Public Utilities,Electric Utilities: Central,nyse
ELAN,Elanco Animal Health Incorporated,Health Care,Major Pharmaceuticals,nyse
ESTC,Elastic N.V.,Technology,Computer Software: Prepackaged Software,nyse
EGO,Eldorado Gold Corporation,Basic Industries,Precious Metals,nyse
ESI,Element Solutions Inc.,Basic Industries,Major Chemicals,nyse
ELVT,"Elevate Credit, Inc.",Finance,Finance: Consumer Services,nyse
LLY,Eli Lilly and Company,Health Care,Major Pharmaceuticals,nyse
EFC,Ellington Financial Inc.,Finance,Real Estate,nyse
EARN,Ellington Residential Mortgage REIT,Consumer Services,Real Estate Investment Trusts,nyse
ERJ,Embraer S.A.,Capital Goods,Aerospace,nyse
EME,"EMCOR Group, Inc.",Capital Goods,Engineering & Construction,nyse
EEX,"Emerald Expositions Events, Inc.",Miscellaneous,Business Services,nyse
EBS,"Emergent Biosolutions, Inc.",Health Care,Major Pharmaceuticals,nyse
EMR,Emerson Electric Company,Energy,Consumer Electronics/Appliances,nyse
ESRT,"Empire State Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
EIG,Employers Holdings Inc,Finance,Property-Casualty Insurers,nyse
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),Public Utilities,Electric Utilities: Central,nyse
ENBL,"Enable Midstream Partners, LP",Public Utilities,Natural Gas Distribution,nyse
ENB,Enbridge Inc,Energy,Natural Gas Distribution,nyse
ENBA,Enbridge Inc,Energy,Natural Gas Distribution,nyse
ECA,Encana Corporation,Energy,Oil & Gas Production,nyse
EHC,Encompass Health Corporation,Health Care,Hospital/Nursing Management,nyse
DAVA,Endava plc,Technology,EDP Services,nyse
EXK,Endeavour Silver Corporation,Basic Industries,Precious Metals,nyse
ENIA,Enel Americas S.A.,Public Utilities,Electric Utilities: Central,nyse
ENIC,Enel Chile S.A.,Public Utilities,Electric Utilities: Central,nyse
ENR,"Energizer Holdings, Inc.",Miscellaneous,Industrial Machinery/Components,nyse
EPC,"Energizer Holdings, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,nyse
ET,Energy Transfer L.P.,Public Utilities,Natural Gas Distribution,nyse
ERF,Enerplus Corporation,Energy,Oil & Gas Production,nyse
ENS,Enersys,Consumer Non-Durables,Telecommunications Equipment,nyse
E,ENI S.p.A.,Energy,Oil & Gas Production,nyse
ENLC,"EnLink Midstream, LLC",Public Utilities,Natural Gas Distribution,nyse
EBF,"Ennis, Inc.",Consumer Services,Office Equipment/Supplies/Services,nyse
ENVA,"Enova International, Inc.",Finance,Finance: Consumer Services,nyse
NPO,EnPro Industries,Basic Industries,Metal Fabrications,nyse
ETM,Entercom Communications Corp.,Consumer Services,Broadcasting,nyse
EAB,"Entergy Arkansas, LLC",Public Utilities,Electric Utilities: Central,nyse
EAE,"Entergy Arkansas, LLC",Public Utilities,Electric Utilities: Central,nyse
EAI,"Entergy Arkansas, LLC",Public Utilities,Electric Utilities: Central,nyse
ETR,Entergy Corporation,Public Utilities,Electric Utilities: Central,nyse
ELC,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,nyse
ELJ,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,nyse
ELU,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,nyse
EMP,"Entergy Mississippi, LLC",Public Utilities,Electric Utilities: Central,nyse
ENJ,"Entergy New Orleans, LLC",Public Utilities,Power Generation,nyse
ENO,"Entergy New Orleans, LLC",Public Utilities,Power Generation,nyse
EZT,Entergy Texas Inc,Public Utilities,Electric Utilities: Central,nyse
EPD,Enterprise Products Partners L.P.,Public Utilities,Natural Gas Distribution,nyse
EVC,Entravision Communications Corporation,Consumer Services,Broadcasting,nyse
ENV,"Envestnet, Inc",Miscellaneous,Business Services,nyse
EVA,"Enviva Partners, LP",Basic Industries,Forest Products,nyse
ENZ,"Enzo Biochem, Inc.",Health Care,Medical Specialities,nyse
EOG,"EOG Resources, Inc.",Energy,Oil & Gas Production,nyse
EPAM,"EPAM Systems, Inc.",Technology,EDP Services,nyse
EPR,EPR Properties,Consumer Services,Real Estate Investment Trusts,nyse
EQM,"EQM Midstream Partners, LP",Public Utilities,Natural Gas Distribution,nyse
EQT,EQT Corporation,Energy,Oil & Gas Production,nyse
EFX,"Equifax, Inc.",Finance,Finance: Consumer Services,nyse
EQNR,Equinor ASA,Energy,Integrated oil Companies,nyse
ETRN,Equitrans Midstream Corporation,Public Utilities,Natural Gas Distribution,nyse
EQC,Equity Commonwealth,Consumer Services,Real Estate Investment Trusts,nyse
ELS,"Equity Lifestyle Properties, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
EQR,Equity Residential,Consumer Services,Real Estate Investment Trusts,nyse
EQS,"Equus Total Return, Inc.",,,nyse
ERA,"Era Group, Inc.",Transportation,Transportation Services,nyse
EROS,Eros International PLC,Consumer Services,Movies/Entertainment,nyse
ESE,ESCO Technologies Inc.,Capital Goods,Telecommunications Equipment,nyse
ESNT,Essent Group Ltd.,Finance,Property-Casualty Insurers,nyse
EPRT,"Essential Properties Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
ESS,"Essex Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
EL,"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,Package Goods/Cosmetics,nyse
ETH,Ethan Allen Interiors Inc.,Consumer Durables,Home Furnishings,nyse
EURN,Euronav NV,Transportation,Marine Transportation,nyse
EEA,"European Equity Fund, Inc. (The)",,,nyse
EB,"Eventbrite, Inc.",Technology,"Computer Software: Programming, Data Processing",nyse
EVR,Evercore Inc.,Finance,Investment Managers,nyse
RE,"Everest Re Group, Ltd.",Finance,Property-Casualty Insurers,nyse
EVRG,"Evergy, Inc.",Public Utilities,Power Generation,nyse
EVRI,Everi Holdings Inc.,Consumer Services,Services-Misc. Amusement & Recreation,nyse
ES,Eversource Energy,Public Utilities,Electric Utilities: Central,nyse
EVTC,"Evertec, Inc.",Technology,EDP Services,nyse
EVH,"Evolent Health, Inc",Consumer Services,Other Consumer Services,nyse
AQUA,Evoqua Water Technologies Corp.,Technology,Industrial Machinery/Components,nyse
XAN,Exantas Capital Corp.,Consumer Services,Real Estate Investment Trusts,nyse
EXC,Exelon Corporation,Public Utilities,Power Generation,nyse
EXPR,"Express, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,nyse
EXTN,Exterran Corporation,Technology,Diversified Commercial Services,nyse
EXR,Extra Space Storage Inc,Consumer Services,Real Estate Investment Trusts,nyse
XOM,Exxon Mobil Corporation,Energy,Integrated oil Companies,nyse
FNB,F.N.B. Corporation,Finance,Major Banks,nyse
FN,Fabrinet,Public Utilities,Telecommunications Equipment,nyse
FDS,FactSet Research Systems Inc.,Technology,"Computer Software: Programming, Data Processing",nyse
FICO,Fair Isaac Corporation,Miscellaneous,Business Services,nyse
SFUN,Fang Holdings Limited,Technology,EDP Services,nyse
FPAC,Far Point Acquisition Corporation,Finance,Business Services,nyse
FTCH,Farfetch Limited,Miscellaneous,Business Services,nyse
FPI,Farmland Partners Inc.,Consumer Services,Real Estate Investment Trusts,nyse
FSLY,"Fastly, Inc.",Technology,Computer Software: Prepackaged Software,nyse
FBK,FB Financial Corporation,Finance,Major Banks,nyse
FFG,"FBL Financial Group, Inc.",Finance,Life Insurance,nyse
AGM,Federal Agricultural Mortgage Corporation,Finance,Finance Companies,nyse
FRT,Federal Realty Investment Trust,Consumer Services,Real Estate Investment Trusts,nyse
FSS,Federal Signal Corporation,Capital Goods,Auto Manufacturing,nyse
FII,"Federated Investors, Inc.",Finance,Investment Managers,nyse
FMN,Federated Premier Municipal Income Fund,,,nyse
FDX,FedEx Corporation,Transportation,Air Freight/Delivery Services,nyse
RACE,Ferrari N.V.,Capital Goods,Auto Manufacturing,nyse
FGP,"Ferrellgas Partners, L.P.",Consumer Services,Other Specialty Stores,nyse
FOE,Ferro Corporation,Basic Industries,Paints/Coatings,nyse
FG,FGL Holdings,Finance,Life Insurance,nyse
FCAU,Fiat Chrysler Automobiles N.V.,Capital Goods,Auto Manufacturing,nyse
FNF,"Fidelity National Financial, Inc.",Finance,Specialty Insurers,nyse
FIS,"Fidelity National Information Services, Inc.",Miscellaneous,Business Services,nyse
FMO,Fiduciary/Claymore Energy Infrastructure Fund,,,nyse
FAF,First American Corporation (The),Finance,Specialty Insurers,nyse
FBP,First BanCorp.,Finance,Major Banks,nyse
FCF,First Commonwealth Financial Corporation,Finance,Major Banks,nyse
FHN,First Horizon National Corporation,Finance,Major Banks,nyse
FR,"First Industrial Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
AG,First Majestic Silver Corp.,Basic Industries,Precious Metals,nyse
FRC,FIRST REPUBLIC BANK,,,nyse
FFA,First Trust,,,nyse
FMY,First Trust,,,nyse
FDEU,First Trust Dynamic Europe Equity Income Fund,,,nyse
FIF,First Trust Energy Infrastructure Fund,,,nyse
FSD,First Trust High Income Long Short Fund,,,nyse
FPF,First Trust Intermediate Duration Preferred & Income Fund,,,nyse
FEI,First Trust MLP and Energy Income Fund,,,nyse
FPL,First Trust New Opportunities MLP & Energy Fund,,,nyse
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,,,nyse
FCT,First Trust Senior Floating Rate Income Fund II,,,nyse
FGB,First Trust Specialty Finance and Financial Opportunities Fund,,,nyse
FEO,First Trust/Aberdeen Emerging Opportunity Fund,,,nyse
FAM,First Trust/Aberdeen Global Opportunity Income Fund,,,nyse
FE,FirstEnergy Corp.,Public Utilities,Electric Utilities: Central,nyse
FIT,"Fitbit, Inc.",Technology,Computer Manufacturing,nyse
FPH,"Five Point Holdings, LLC",Finance,Real Estate,nyse
FVRR,Fiverr International Ltd.,Miscellaneous,Business Services,nyse
FBC,"Flagstar Bancorp, Inc.",Finance,Savings Institutions,nyse
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,,,nyse
PFD,Flaherty & Crumrine Preferred and Income Fund Inco,,,nyse
PFO,Flaherty & Crumrine Preferred and Income Opportuni,,,nyse
FFC,Flaherty & Crumrine Preferred and Income Securitie,,,nyse
FLC,Flaherty & Crumrine Total Return Fund Inc,,,nyse
FLT,"FleetCor Technologies, Inc.",Miscellaneous,Business Services,nyse
FLNG,FLEX LNG Ltd.,Consumer Services,Marine Transportation,nyse
FND,"Floor & Decor Holdings, Inc.",Consumer Services,RETAIL: Building Materials,nyse
FTK,"Flotek Industries, Inc.",Basic Industries,Major Chemicals,nyse
FLO,"Flowers Foods, Inc.",Consumer Non-Durables,Packaged Foods,nyse
FLS,Flowserve Corporation,Capital Goods,Fluid Controls,nyse
FLR,Fluor Corporation,Basic Industries,Military/Government/Technical,nyse
FLY,Fly Leasing Limited,,,nyse
FMC,FMC Corporation,Basic Industries,Major Chemicals,nyse
FMX,Fomento Economico Mexicano S.A.B. de C.V.,Consumer Non-Durables,Beverages (Production/Distribution),nyse
FL,"Foot Locker, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,nyse
F,Ford Motor Company,Capital Goods,Auto Manufacturing,nyse
FELP,Foresight Energy LP,Energy,Coal Mining,nyse
FOR,Forestar Group Inc,Finance,Real Estate,nyse
FTS,Fortis Inc.,Public Utilities,Electric Utilities: Central,nyse
FTV,Fortive Corporation,Capital Goods,Industrial Machinery/Components,nyse
FTAI,Fortress Transportation and Infrastructure Investors LLC,,,nyse
FSM,Fortuna Silver Mines Inc.,Basic Industries,Precious Metals,nyse
FBHS,"Fortune Brands Home & Security, Inc.",Basic Industries,Homebuilding,nyse
FET,"Forum Energy Technologies, Inc.",Energy,Metal Fabrications,nyse
FBM,"Foundation Building Materials, Inc.",Consumer Services,RETAIL: Building Materials,nyse
FCPT,"Four Corners Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
FEDU,Four Seasons Education (Cayman) Inc.,Consumer Services,Other Consumer Services,nyse
FNV,Franco-Nevada Corporation,Basic Industries,Precious Metals,nyse
FC,Franklin Covey Company,Consumer Services,Other Consumer Services,nyse
FSB,"Franklin Financial Network, Inc.",Finance,Major Banks,nyse
BEN,"Franklin Resources, Inc.",Finance,Investment Managers,nyse
FT,Franklin Universal Trust,,,nyse
FI,Frank&#39;s International N.V.,Energy,Oilfield Services/Equipment,nyse
FCX,"Freeport-McMoran, Inc.",Basic Industries,Precious Metals,nyse
FMS,Fresenius Medical Care Corporation,Health Care,Hospital/Nursing Management,nyse
FDP,"Fresh Del Monte Produce, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,nyse
RESI,Front Yard Residential Corporation,Finance,Real Estate,nyse
FRO,Frontline Ltd.,Transportation,Marine Transportation,nyse
FSK,FS KKR Capital Corp.,,,nyse
FCN,"FTI Consulting, Inc.",Consumer Services,Professional Services,nyse
FTSI,"FTS International, Inc.",Energy,Oilfield Services/Equipment,nyse
FF,FutureFuel Corp.,Basic Industries,Major Chemicals,nyse
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",,,nyse
GAB,"Gabelli Equity Trust, Inc. (The)",,,nyse
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),,,nyse
GGT,Gabelli Multi-Media Trust Inc. (The),,,nyse
GUT,Gabelli Utility Trust (The),,,nyse
GCAP,"GAIN Capital Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,nyse
GBL,"Gamco Investors, Inc.",Finance,Investment Bankers/Brokers/Service,nyse
GNT,"GAMCO Natural Resources, Gold & Income Tust",,,nyse
GME,Gamestop Corporation,Consumer Services,Electronics Distribution,nyse
GPS,"Gap, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,nyse
GDI,"Gardner Denver Holdings, Inc.",Technology,Industrial Machinery/Components,nyse
GTX,Garrett Motion Inc.,Capital Goods,Auto Parts:O.E.M.,nyse
IT,"Gartner, Inc.",Consumer Services,Other Consumer Services,nyse
GLOG,GasLog LP.,Consumer Services,Marine Transportation,nyse
GLOP,GasLog Partners LP,Consumer Services,Marine Transportation,nyse
GTES,Gates Industrial Corporation plc,Technology,Industrial Machinery/Components,nyse
GATX,GATX Corporation,Consumer Services,Transportation Services,nyse
GMTA,GATX Corporation,Consumer Services,Transportation Services,nyse
GCP,GCP Applied Technologies Inc.,Basic Industries,Major Chemicals,nyse
GNK,Genco Shipping & Trading Limited,Transportation,Marine Transportation,nyse
GNRC,Generac Holdlings Inc.,Consumer Durables,Metal Fabrications,nyse
GAM,"General American Investors, Inc.",,,nyse
GD,General Dynamics Corporation,Capital Goods,Marine Transportation,nyse
GE,General Electric Company,Energy,Consumer Electronics/Appliances,nyse
GIS,"General Mills, Inc.",Consumer Non-Durables,Packaged Foods,nyse
GM,General Motors Company,Capital Goods,Auto Manufacturing,nyse
GCO,Genesco Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,nyse
GWR,"Genesee & Wyoming, Inc.",Transportation,Railroads,nyse
GEL,"Genesis Energy, L.P.",Energy,Oil Refining/Marketing,nyse
GEN,"Genesis Healthcare, Inc.",Health Care,Hospital/Nursing Management,nyse
GNE,Genie Energy Ltd.,Public Utilities,Power Generation,nyse
G,Genpact Limited,Consumer Services,Professional Services,nyse
GPC,Genuine Parts Company,Capital Goods,Automotive Aftermarket,nyse
GNW,Genworth Financial Inc,Finance,Life Insurance,nyse
GEO,Geo Group Inc (The),Consumer Services,Real Estate Investment Trusts,nyse
GPRK,Geopark Ltd,Energy,Oil & Gas Production,nyse
GPJA,Georgia Power Company,Public Utilities,Electric Utilities: Central,nyse
GGB,Gerdau S.A.,Capital Goods,Steel/Iron Ore,nyse
GTY,Getty Realty Corporation,Finance,Real Estate,nyse
GIG,"GigCapital, Inc.",Finance,Business Services,nyse
GIG~,"GigCapital, Inc.",,,nyse
GIX,"GigCapital2, Inc.",Finance,Business Services,nyse
GIX~,"GigCapital2, Inc.",,,nyse
GIL,"Gildan Activewear, Inc.",Consumer Non-Durables,Apparel,nyse
GLT,Glatfelter,Basic Industries,Paper,nyse
GKOS,Glaukos Corporation,Health Care,Medical/Dental Instruments,nyse
GSK,GlaxoSmithKline PLC,Health Care,Major Pharmaceuticals,nyse
CO,Global Cord Blood Corporation,Finance,Business Services,nyse
GMRE,Global Medical REIT Inc.,Consumer Services,Real Estate Investment Trusts,nyse
GNL,"Global Net Lease, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
GLP,Global Partners LP,Energy,Oil Refining/Marketing,nyse
GPN,Global Payments Inc.,Miscellaneous,Business Services,nyse
GSL,"Global Ship Lease, Inc.",Transportation,Marine Transportation,nyse
GLOB,Globant S.A.,Technology,EDP Services,nyse
GL,Globe Life Inc.,Finance,Life Insurance,nyse
GMED,"Globus Medical, Inc.",Health Care,Medical/Dental Instruments,nyse
GMS,GMS Inc.,Consumer Services,RETAIL: Building Materials,nyse
GNC,"GNC Holdings, Inc.",Consumer Non-Durables,Food Chains,nyse
GDDY,GoDaddy Inc.,Technology,EDP Services,nyse
GOL,Gol Linhas Aereas Inteligentes S.A.,Transportation,Air Freight/Delivery Services,nyse
GFI,Gold Fields Limited,Basic Industries,Precious Metals,nyse
GSBD,"Goldman Sachs BDC, Inc.",,,nyse
GS,"Goldman Sachs Group, Inc. (The)",Finance,Investment Bankers/Brokers/Service,nyse
GER,Goldman Sachs MLP Energy Renaissance Fund,,,nyse
GMZ,Goldman Sachs MLP Income Opportunities Fund,,,nyse
GRC,Gorman-Rupp Company (The),Capital Goods,Fluid Controls,nyse
GPX,GP Strategies Corporation,Consumer Services,Other Consumer Services,nyse
GGG,Graco Inc.,Capital Goods,Fluid Controls,nyse
GRAF,Graf Industrial Corp.,Finance,Business Services,nyse
EAF,GrafTech International Ltd.,Energy,Industrial Machinery/Components,nyse
GHM,Graham Corporation,Technology,Industrial Machinery/Components,nyse
GHC,Graham Holdings Company,Consumer Services,Other Consumer Services,nyse
GRAM,Grana y Montero S.A.A.,Basic Industries,Military/Government/Technical,nyse
GVA,Granite Construction Incorporated,Basic Industries,Military/Government/Technical,nyse
GPMT,Granite Point Mortgage Trust Inc.,Consumer Services,Real Estate Investment Trusts,nyse
GPK,Graphic Packaging Holding Company,Consumer Durables,Containers/Packaging,nyse
GTN,"Gray Television, Inc.",Consumer Services,Broadcasting,nyse
AJX,Great Ajax Corp.,Consumer Services,Real Estate Investment Trusts,nyse
AJXA,Great Ajax Corp.,Consumer Services,Real Estate Investment Trusts,nyse
GWB,"Great Western Bancorp, Inc.",Finance,Major Banks,nyse
GDOT,Green Dot Corporation,Finance,Finance: Consumer Services,nyse
GBX,"Greenbrier Companies, Inc. (The)",Capital Goods,Railroads,nyse
GHL,"Greenhill & Co., Inc.",Finance,Investment Bankers/Brokers/Service,nyse
GHG,GreenTree Hospitality Group Ltd.,Consumer Services,Hotels/Resorts,nyse
GEF,Greif Bros. Corporation,,,nyse
GFF,Griffon Corporation,Capital Goods,Building Products,nyse
GPI,"Group 1 Automotive, Inc.",Consumer Durables,Automotive Aftermarket,nyse
GRUB,GrubHub Inc.,Miscellaneous,Business Services,nyse
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",Transportation,Aerospace,nyse
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",Transportation,Aerospace,nyse
AVAL,Grupo Aval Acciones y Valores S.A.,Finance,Commercial Banks,nyse
SUPV,Grupo Supervielle S.A.,Finance,Commercial Banks,nyse
TV,Grupo Televisa S.A.,Consumer Services,Broadcasting,nyse
GSAH,GS Acquisition Holdings Corp.,Finance,Business Services,nyse
GSX,GSX Techedu Inc.,Consumer Services,Other Consumer Services,nyse
GTT,"GTT Communications, Inc.",Public Utilities,Telecommunications Equipment,nyse
GSH,Guangshen Railway Company Limited,Transportation,Railroads,nyse
GES,"Guess?, Inc.",Consumer Non-Durables,Apparel,nyse
GGM,Guggenheim Credit Allocation Fund,,,nyse
GPM,Guggenheim Enhanced Equity Income Fund,,,nyse
GOF,Guggenheim Strategic Opportunities Fund,,,nyse
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,,,nyse
GWRE,"Guidewire Software, Inc.",Technology,Computer Software: Prepackaged Software,nyse
HRB,"H&R Block, Inc.",Consumer Services,Other Consumer Services,nyse
FUL,H. B. Fuller Company,Basic Industries,Home Furnishings,nyse
HAE,Haemonetics Corporation,Health Care,Medical/Dental Instruments,nyse
HAL,Halliburton Company,Energy,Oilfield Services/Equipment,nyse
HBB,Hamilton Beach Brands Holding Company,Consumer Durables,Home Furnishings,nyse
HBI,Hanesbrands Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,nyse
HNGR,"Hanger, Inc.",Health Care,Medical Specialities,nyse
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
HOG,"Harley-Davidson, Inc.",Consumer Non-Durables,Motor Vehicles,nyse
HMY,Harmony Gold Mining Company Limited,Basic Industries,Precious Metals,nyse
HSC,Harsco Corporation,Capital Goods,Metal Fabrications,nyse
HHS,"Harte-Hanks, Inc.",Technology,Advertising,nyse
HGH,"Hartford Financial Services Group, Inc. (The)",Finance,Property-Casualty Insurers,nyse
HIG,"Hartford Financial Services Group, Inc. (The)",Finance,Property-Casualty Insurers,nyse
HVT,"Haverty Furniture Companies, Inc.",Consumer Services,Other Specialty Stores,nyse
HE,"Hawaiian Electric Industries, Inc.",Public Utilities,Electric Utilities: Central,nyse
HCHC,"HC2 Holdings, Inc.",Capital Goods,Metal Fabrications,nyse
HCA,"HCA Healthcare, Inc.",Health Care,Hospital/Nursing Management,nyse
HCI,"HCI Group, Inc.",Finance,Property-Casualty Insurers,nyse
HCP,"HCP, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
HDB,HDFC Bank Limited,Finance,Commercial Banks,nyse
HR,Healthcare Realty Trust Incorporated,Consumer Services,Real Estate Investment Trusts,nyse
HTA,"Healthcare Trust of America, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
HL,Hecla Mining Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),nyse
HEI,Heico Corporation,Capital Goods,Aerospace,nyse
HLX,"Helix Energy Solutions Group, Inc.",Energy,Oilfield Services/Equipment,nyse
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Production,nyse
HLF,Herbalife Nutrition Ltd.,Health Care,Other Pharmaceuticals,nyse
HRI,Herc Holdings Inc.,,,nyse
HCXY,"Hercules Capital, Inc.",,,nyse
HCXZ,"Hercules Capital, Inc.",,,nyse
HTGC,"Hercules Capital, Inc.",,,nyse
HRTG,"Heritage Insurance Holdings, Inc.",Finance,Property-Casualty Insurers,nyse
PSV,Hermitage Offshore Services Ltd.,Transportation,Marine Transportation,nyse
HT,Hersha Hospitality Trust,Consumer Services,Real Estate Investment Trusts,nyse
HSY,Hershey Company (The),Consumer Non-Durables,Specialty Foods,nyse
HTZ,"Hertz Global Holdings, Inc",Consumer Services,Rental/Leasing Companies,nyse
HES,Hess Corporation,Energy,Integrated oil Companies,nyse
HESM,Hess Midstream Partners LP,Energy,Oil & Gas Production,nyse
HPE,Hewlett Packard Enterprise Company,Technology,Computer Manufacturing,nyse
HXL,Hexcel Corporation,Basic Industries,Major Chemicals,nyse
HEXO,HEXO Corp.,Consumer Durables,Specialty Chemicals,nyse
HCR,Hi-Crush Inc.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),nyse
PCF,High Income Securities Fund,,,nyse
HGLB,Highland Global Allocation Fund,,,nyse
HFRO,Highland Income Fund,,,nyse
HPR,HighPoint Resources Corporation,Energy,Oil & Gas Production,nyse
HIW,"Highwoods Properties, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
HIL,"Hill International, Inc.",Consumer Services,Military/Government/Technical,nyse
HI,Hillenbrand Inc,Consumer Durables,Miscellaneous manufacturing industries,nyse
HRC,Hill-Rom Holdings Inc,Health Care,Medical/Dental Instruments,nyse
HTH,Hilltop Holdings Inc.,Finance,Major Banks,nyse
HGV,Hilton Grand Vacations Inc.,Consumer Services,Hotels/Resorts,nyse
HLT,Hilton Worldwide Holdings Inc.,Consumer Services,Hotels/Resorts,nyse
HNI,HNI Corporation,Consumer Durables,Office Equipment/Supplies/Services,nyse
HMLP,Hoegh LNG Partners LP,Consumer Services,Marine Transportation,nyse
HEP,"Holly Energy Partners, L.P.",Energy,Natural Gas Distribution,nyse
HFC,HollyFrontier Corporation,Energy,Integrated oil Companies,nyse
HD,"Home Depot, Inc. (The)",Consumer Services,RETAIL: Building Materials,nyse
HMC,"Honda Motor Company, Ltd.",Capital Goods,Auto Manufacturing,nyse
HON,Honeywell International Inc.,Capital Goods,Aerospace,nyse
HMN,Horace Mann Educators Corporation,Finance,Property-Casualty Insurers,nyse
HZN,Horizon Global Corporation,Capital Goods,Auto Parts:O.E.M.,nyse
HTFA,Horizon Technology Finance Corporation,,,nyse
HRL,Hormel Foods Corporation,Consumer Non-Durables,Meat/Poultry/Fish,nyse
HOS,Hornbeck Offshore Services,Consumer Services,Marine Transportation,nyse
HST,"Host Hotels & Resorts, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
